eVue Digital Labs,https://angel.co/evue-digital,Harmonizing the physical with the digital to bring the world virtual.,15,Jan ’16
Spot Systems,https://angel.co/spotsystems,"Changing the way people transact through blockchain, smart contracts, and automated escrow",7,Feb ’17
Shoptaki,https://angel.co/shoptaki,Blockchain Meets AI and Quantum Security,16,Jan ’17
Jointer.io,https://angel.co/jointer,Using AI and Blockchain to create new generation of commercial real estate investing,36,Apr ’16
Helperbit,https://angel.co/helperbit,P2P Aid,14,Apr ’15
Remitsy,https://angel.co/remitsy,B2B Payments to China,19,Aug ’15
BRAINCITIES ®,https://angel.co/braincities,Making Cities & Businesses Smarter With Human-Supportive Artificial Intelligence.,43,Mar ’14
Darwin Labs,https://angel.co/darwin-labs-1,Evolving the future everyday with Blockchain.,76,Jul ’16
ilmatic,https://angel.co/ilmatic,Apple Pay for Bitcoin,47,Feb ’16
Gatecoin,https://angel.co/gatecoin,Bitcoin and ethereum token exchange,83,Nov ’14
BlockVerify,https://angel.co/block-verify,Blockchain Based Anti-Counterfeit Solution,44,Mar ’15
Chicago Bitcoin Center,https://angel.co/chicago-bitcoin-center,,10,Oct ’15
modum.io,https://angel.co/modum-io,Combining Blockchain technology with sensor devices to make supply chains more efficient.,6,Nov ’16
identitii,https://angel.co/identitii,Know Your Transaction,14,May ’16
TrustedIn Trading,https://angel.co/trusted-in-trading,Better Business Through Greater Transparancy,6,May ’15
Proof,https://angel.co/proof-7,Mission Control for Blockchain Enabled Assets,8,Apr ’17
Trammell Venture Partners,https://angel.co/trammell-venture-partners,,5,Aug ’16
Pucho,https://angel.co/pucho,A multi-lingual Query & action platform on any device using text/voice for 7.5 B people.,344,Apr ’16
Protoblock,https://angel.co/protoblock,"Futures Exchange, on Blockchain, for hedging Fantasy Football risk.",23,Mar ’14
Ether.Fund,https://angel.co/ether-fund,Providing tools and investments to grow the Ethereum ecosystem.,24,Oct ’14
isbit.co,https://angel.co/isbit-co,The Best Platform to Trade Digital Assets in Mexico ( Nasdaq for Bitcoin ),6,Apr ’16
NYIAX,https://angel.co/nyiax,FinTech for Multiple Asset Classes through Blockchain,18,Nov ’16
C4D Silica neXus,https://angel.co/c4d-silica-nexus,Cross-Reality Virtual Universe w/ blockchain backbone securing the virtual goods economy,34,Apr ’15
BigchainDB,https://angel.co/bigchaindb,The Blockchain Database,45,Sep ’16
Big Couch,https://angel.co/big-couch,"A new finance model, called CREWFUNDING, which helps indie film made.",11,Mar ’16
TapWealth,https://angel.co/tapwealth,Building tools to manage blockchain investments,7,Feb ’17
meSuma,https://angel.co/mesuma,Neobank for unbanked in LatAm,19,May ’13
Provenance,https://angel.co/provenance,"We enable producers, brands and retailers to build customer trust through tech.",76,Mar ’15
NTGR8,https://angel.co/ntgr8,Own a copy of your personal data and its transactions,15,Feb ’14
evita.io,https://angel.co/evita-io,Free lifetime protection of your digital identity,9,Mar ’16
Bisantyum,https://angel.co/bisantyum,Distributed Digital Rights Management with Blockchain Technology,15,Jan ’15
Startup Growth Advisors,https://angel.co/startup-growth-advisors,"Venture Builder, Growth Accelerator, and Corporate Innovation Ecosystem",44,Apr ’16
Media Sifter,https://angel.co/media-sifter,"News Aggregation, Crowd Investigated",28,Apr ’16
TokenTalk,https://angel.co/tokentalk,The Crypto Blogging Network,4,Mar ’17
Avbl,https://angel.co/avbl,airBNB for skills,26,Feb ’13
The Vanbex Group,https://angel.co/vanbex,"We work on Digital Currency, Blockchain Protocols, and Decentralized Technology.",76,Oct ’14
Trade Finance Market,https://angel.co/trade-finance-market,Utilizing technology to provide non bank finance for global trade.,12,Oct ’14
Chainsmiths,https://angel.co/chainsmiths,Cryptocurrencies and blockchain consulting,30,Jul ’15
cultu.re,https://angel.co/theculture,the future of governance is culture,59,Jul ’17
PeerHood,https://angel.co/peerhood,A P2P Capital Market for SMBs,12,Jun ’16
Hedgehog,https://angel.co/hedgetechinc,"Creator of Hedgehog, a crowdsourced hedge fund marketplace and integration platform.",3,Nov ’16
BitClave,https://angel.co/bitclave,Decentralized Search Engine,56,May ’17
Trestor,https://angel.co/trestor,Blockchain for India's Informal Sector,86,Oct ’15
BTL Group,https://angel.co/blockchain-tech,Enterprise Grade Blockchain Solutions,28,Jul ’15
Colony,https://angel.co/colony,"Infrastructure for open, collaborative organizations",111,Jun ’15
Bitnation,https://angel.co/bitnation,The World's First Virtual Nation: A Blockchain Jurisdiction,126,Sep ’15
Zebpay,https://angel.co/zebpay,India's largest Bitcoin Exchange.,31,Nov ’14
TrionCube,https://angel.co/trioncube,Sales Data Intelligence Platform,27,May ’17
Inmusik,https://angel.co/inmusik,Music Platform built on Blockchain that enables everyone to be fairly rewarded.,63,Oct ’13
Linktank,https://angel.co/linktank,Connect with trusted expertise in the real world,23,Jun ’12
Pax,https://angel.co/paxdirectory,Pax is a civic network and peer to peer legal system powered by Ethereum.,16,Jan ’16
HyperBank,https://angel.co/hyperbank,HyperLocal Banking for the Unbanked,15,Jun ’15
Blockchain News,https://angel.co/blockchain-news,The world's first online publication dedicated to Blockchain Theory and Technology,6,Sep ’16
ChainTrack,https://angel.co/chaintrack,Blockchain Marketplace,21,Dec ’11
BANDWAGON,https://angel.co/bandwagonfanclub,Fan Identity Management for sports teams & ticketed live events,22,Aug ’14
Billon Group,https://angel.co/billon,Civilized blockchain technology for enterprise,25,Jan ’18
yBitcoin,https://angel.co/ybitcoin,Introducing the Future of Money,5,Jul ’15
Predictive Research Group,https://angel.co/predictive-research-group-1,Neural Hardware and Software,3,Jul ’17
Tikebit,https://angel.co/tikebit,Get cryptocurrencies in your neighbourhood with cash!,4,Jun ’16
"e-BIT, Inc",https://angel.co/e-bit-inc,Enterprise grade private BaaS protocol,17,Jun ’16
Knurls,https://angel.co/knurls,Smart contract-enabled distributed manufacturing and 3-D printed packaging,4,Nov ’16
Servicefy,https://angel.co/servicefy-2,Digital Vehicle Service Record Platform,3,Jun ’17
Earth Observation,https://angel.co/earthpbc,Protecting Our Future,17,Apr ’16
BLUprint,https://angel.co/bluprint,The Biometric Identification Platform,7,Mar ’16
rainvow,https://angel.co/rainvow,smart contracts platform,9,Apr ’15
Cryptobuyer,https://angel.co/cryptobuyer,Digital Assets to the masses,2,Oct ’16
CoMakery,https://angel.co/comakery,Accelerating blockchain adoption with scalable teams to create value for blockchain tokens,14,Jun ’16
Bernstein,https://angel.co/bernstein,The blockchain way to intellectual property management,14,Sep ’16
Ledgerise,https://angel.co/ledgerise,Developing applications using AI & distributed ledger technology,11,Mar ’16
Ownage,https://angel.co/ownage,"Ownage is an Ethereum based platform to distribute, collect and trade digital content",26,Apr ’16
OKLink,https://angel.co/oklink,Global Money Transfer Network - Blockchain Fintech,12,Dec ’16
Qutrit Systems,https://angel.co/qutrit-systems,Financial system for machines,14,Feb ’15
Aragon,https://angel.co/aragonproject,Everything you need to run your organization on the blockchain,55,May ’17
Nimbus-T,https://angel.co/nimbus-t,One Nimbus-Key to connect all of your healthcare identities and information securely.,6,Apr ’18
IOTA,https://angel.co/iota-1,Blockchain for the Internet of Things.,46,Aug ’16
Papyrus Foundation,https://angel.co/papyrus-foundation,Decentralized Advertising Ecosystem,5,Aug ’17
Satoshi Portal,https://angel.co/satoshi-portal,Blockchain-based financial services applications,8,Jun ’16
Smargo,https://angel.co/smargo,Cargo on blockchain,3,Feb ’18
MadHive,https://angel.co/madhive,Unified ad tech solution for OTT utilizing blockchains for workflow automation,22,Feb ’17
Coindex,https://angel.co/coindex,"Cryptocurrency price tracker on iOS - Bitcoin, Ethereum, Litecoin, and more.",13,Jun ’17
DXMarkets,https://angel.co/dxmarkets,Blockchain-powered investment banking.,25,Oct ’14
DISC Holdings,https://angel.co/discholdings,DISC is a specialist in financial networks that leverage distributed ledger technology,10,Jul ’15
Paragon,https://angel.co/paragon-8,DLAO,16,Jul ’17
Plutus.it,https://angel.co/plutus-it,Make contactless payments worldwide and earn rewards on the blockchain.,11,Jan ’16
Zerion,https://angel.co/zerion,"A trustless bank for DeFi on top of 0x, Uniswap, Kyber, Compound, MakerDao, and others.",18,Jan ’17
Inclusive Financial Technologies,https://angel.co/inclusive-financial-technologies,A single identity verification API connecting Africa and the world,9,Jan ’17
BitSpread,https://angel.co/bitspread-1,"BitSpread, Digital Opportunities. Realised",10,Oct ’16
Status,https://angel.co/status-im,WeChat for Ethereum,225,Jun ’16
Alice,https://angel.co/alice-social-impact,Identify and scale provably effective social projects,10,Jul ’16
Melonport,https://angel.co/melonport-ag,Blockchain Software for Asset Management,17,Mar ’17
Bitproof,https://angel.co/bitproof,Online notary on the Blockchain,25,Jan ’15
Godzillion,https://angel.co/godzillion,"Decentralized Crowdfunding Platform, where people can Vote, Fund and Trade Startups",13,Sep ’16
Aventus Systems,https://angel.co/aventus-systems-1,B2B Blockchain Ticketing Tech,28,Apr ’17
Educhain,https://angel.co/educhain,Enabling secure digital records,8,Oct ’16
Katalysis,https://angel.co/katalysis,On a mission to democratise the value of online content.,6,Nov ’16
"EVERYONE, Inc.",https://angel.co/everyone-inc,AARP Style Membership Benefits for Freelancers and the Gig Economy.,4,Jul ’17
Chainvine,https://angel.co/chainvine,Blockchain/DLT platform. Turnkey systems allowing for fast adoption.,8,Apr ’16
Yosemite X,https://angel.co/yosemitex,Deploying proprietary blockchain scaling solution to global corporations and governments,35,May ’17
Liberac,https://angel.co/liberac,Remittance to the Pacific Islands,2,May ’17
Monetha,https://angel.co/monetha,Mix of PayPal and Trustpilot on the Ethereum blockchain,5,Jul ’17
Omega Grid,https://angel.co/omega-grid,Peer to Peer Energy,11,Apr ’17
RxAll,https://angel.co/rxall,"Safe Drugs, Everywhere",8,Nov ’16
Crystalchain,https://angel.co/crystalchain,Conseil et développement en technologie blockchain,10,Jul ’16
Hypotheum,https://angel.co/hypotheum,Now @Aqua.Foundation,6,Jul ’17
